OrderID,CustomerID,CustomerName,Age,Country,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PurchaseDate
1081,C155,Madison Hammond,26.0,Argentina,Laptop,Lenovo ThinkPad,1,504.68,504.68,2025-07-16
1082,C648,Danny Wang,28.0,Chile,Laptop,MacBook Air,3,522.58,1567.7400000000002,2025-07-28
1083,C329,Patrick Williams,52.0,chile,Accesorio,AirPods Pro,4,1511.97,6047.88,2025-08-02
1084,C1155,James Scott,68.0,chile,Tablet,Lenovo Tab M10,2,448.26,896.52,2025-08-17
1085,C263,Stephen Gomez,54.0,chile,Accesorio,Teclado Logitech,4,882.31,3529.24,2025-07-28
1086,C076,Kimberly Harris,19.0,chile,Tablet,Lenovo Tab M10,4,676.28,2705.12,2025-06-26
1087,C122,Raymond White,24.0,Perú,Laptop,MacBook Air,5,1333.34,6666.7,2025-08-27
1088,C347,Cynthia Pena,43.0,chile,Tablet,Surface Go,2,1861.55,3723.1,2025-07-31
1089,C536,Connie Hunter,57.0,chile,Accesorio,Teclado Logitech,5,266.46,1332.3,2025-08-01
1090,C1088,Michael Ramirez,30.0,Perú,Laptop,HP Envy,5,171.1,855.5,2025-07-17
1091,C777,Amy Edwards,39.0,Perú,Smartphone,Moto G100,4,1695.07,6780.28,2025-07-04
1092,C105,Brenda Hughes,30.0,Perú,Laptop,MacBook Air,2,870.51,1741.02,2025-06-24
1093,C1313,James Shaw,64.0,chile,Accesorio,Teclado Logitech,5,1304.81,6524.049999999999,2025-07-15
1094,C434,Jeffrey Hurley,45.0,Perú,Accesorio,Mouse Microsoft,3,1372.86,4118.58,2025-07-27
1095,C177,Kathleen Martin,59.0,Perú,Tablet,Galaxy Tab S7,5,1571.21,7856.05,2025-08-26
1096,C1127,Tina Pugh,25.0,Argentina,Tablet,Surface Go,2,1470.09,2940.18,2025-06-21
1097,C810,Angela Walker,55.0,Argentina,Smartphone,Moto G100,2,445.73,891.46,2025-08-23
1098,C1056,Tom Becker,27.0,Chile,Tablet,Surface Go,1,55.96,55.96,2025-08-21
1099,C773,Steven Baird,39.0,Perú,Laptop,HP Envy,5,644.65,3223.25,2025-07-09
1100,C256,Martin Hudson,54.0,Argentina,Laptop,Dell XPS 13,3,726.68,2180.04,2025-09-10
1101,C195,Erica Zavala,18.0,chile,Smartphone,Moto G100,4,1568.57,6274.28,2025-08-06
1102,C848,Darin Mora,68.0,Perú,Smartphone,iPhone 14,3,113.64,340.92,2025-06-25
1103,C655,Anne Ruiz,62.0,chile,Tablet,Surface Go,4,311.59,1246.36,2025-09-10
1104,C429,Terry Williams,,Argentina,Smartphone,iPhone 14,5,1311.27,6556.35,2025-07-16
1105,C365,Charlene Wilcox,64.0,Chile,Accesorio,Mouse Microsoft,5,714.47,3572.3500000000004,2025-06-27
1106,C1419,Charles Mccoy,56.0,Chile,Laptop,HP Envy,2,392.45,784.9,2025-07-31
1107,C763,Daniel Smith,28.0,Chile,Laptop,Dell XPS 13,5,1285.18,6425.900000000001,2025-07-14
1108,C302,Amy Pacheco,31.0,chile,Accesorio,Teclado Logitech,5,1594.24,7971.2,2025-08-30
1109,C569,James Sparks,-8.0,Argentina,Tablet,Galaxy Tab S7,2,652.09,1304.18,2025-06-15
1110,C1082,Thomas Woods,33.0,Chile,Accesorio,Mouse Microsoft,2,,,2025-09-08
1111,C226,Alison Lewis,66.0,Chile,Accesorio,Auriculares Sony,5,1797.01,8985.05,2025-09-03
1112,C1124,Ernest Ryan MD,20.0,Chile,Smartphone,Galaxy S21,4,673.78,2695.12,2025-07-30
1113,C1363,Scott Adkins,35.0,Chile,Laptop,HP Envy,3,,,2025-09-06
1114,C557,Jeffrey Edwards,24.0,Argentina,Tablet,Surface Go,5,1520.78,7603.9,2025-08-11
1115,C521,Carrie Lin,44.0,Perú,Accesorio,Auriculares Sony,2,422.85,845.7,2025-07-28
1116,C1110,Stacey Mosley,21.0,Chile,Tablet,Galaxy Tab S7,2,1241.2,2482.4,2025-09-04
1117,C514,Jamie Rodriguez,37.0,Perú,Smartphone,Galaxy A52,2,1283.25,2566.5,2025-06-26
1118,C067,Taylor Glass,43.0,Chile,Laptop,MacBook Air,2,1821.14,3642.28,2025-08-20
1119,C1052,Heather Hardy,41.0,Perú,Smartphone,Moto G100,2,1765.53,3531.06,2025-09-06
1120,C1019,Jeffrey Schmidt,41.0,Argentina,Smartphone,Galaxy A52,3,1245.57,3736.71,2025-08-26
1121,C198,Mrs. Tina Lee,58.0,Perú,Accesorio,AirPods Pro,3,1565.39,4696.17,2025-07-05
1122,C975,Jose Johnson,24.0,Perú,Tablet,Surface Go,5,1806.65,9033.25,2025-09-07
1123,C875,Brittany Moon,57.0,Chile,Smartphone,Moto G100,2,1243.0,2486.0,2025-06-19
1124,C376,Crystal Glass,42.0,Chile,Accesorio,AirPods Pro,3,216.58,649.74,2025-06-30
1125,C1362,Cynthia Thomas,31.0,chile,Smartphone,Galaxy S21,5,126.53,632.65,2025-07-08
1126,C393,Kayla Williamson,62.0,Perú,Laptop,HP Envy,2,994.6,1989.2,2025-07-19
1127,C1338,Ethan Reed,51.0,chile,Smartphone,iPhone 14,5,379.65,1898.25,2025-08-01
1128,C1362,Samantha Norton,35.0,Argentina,Accesorio,Teclado Logitech,3,395.46,1186.3799999999999,2025-08-23
1129,C131,Christie Hall,69.0,Perú,Accesorio,AirPods Pro,1,1668.28,1668.28,2025-08-04
1130,C002,Shelia Contreras,24.0,Perú,Accesorio,Auriculares Sony,3,1455.69,4367.07,2025-09-10
1131,C457,Cynthia Smith MD,43.0,Argentina,Tablet,Lenovo Tab M10,2,109.57,219.14,2025-07-21
1132,C1107,Bryan Ramos,58.0,Perú,Accesorio,Auriculares Sony,2,672.17,1344.34,2025-08-03
1133,C1010,Jennifer Jones,47.0,chile,Laptop,Lenovo ThinkPad,4,372.73,1490.92,2025-06-21
1134,C1115,Larry Jenkins,40.0,Argentina,Accesorio,AirPods Pro,3,617.27,1851.81,2025-09-04
1135,C152,Lee Evans,65.0,Perú,Laptop,MacBook Air,5,821.33,4106.650000000001,2025-07-23
1136,C1042,Megan Kane,33.0,chile,Accesorio,AirPods Pro,5,1622.84,8114.2,2025-08-13
1137,C1214,Yvonne Paul,59.0,Argentina,Tablet,Galaxy Tab S7,4,201.47,805.88,2025-08-07
1138,C318,Gina Harris,44.0,Perú,Tablet,Galaxy Tab S7,4,646.2,2584.8,2025-06-19
1139,C374,Brittany Lynch,-8.0,chile,Accesorio,AirPods Pro,3,1737.47,5212.41,2025-08-08
1140,C793,Joseph Myers,61.0,chile,Tablet,Surface Go,5,1653.87,8269.349999999999,2025-08-04
1141,C662,Erik Horton,27.0,Perú,Laptop,MacBook Air,5,564.28,2821.3999999999996,2025-07-13
1142,C238,Amber Thomas,29.0,chile,Laptop,Lenovo ThinkPad,5,409.34,2046.6999999999998,2025-07-30
1143,C033,Jimmy Hill,28.0,chile,Accesorio,Teclado Logitech,4,1376.44,5505.76,2025-09-07
1144,C1257,Wesley Aguilar,62.0,Argentina,Tablet,Surface Go,4,796.13,3184.52,2025-07-19
1145,C925,Timothy Welch,61.0,Argentina,Smartphone,Galaxy S21,3,1980.56,5941.68,2025-09-05
1146,C1196,Travis Riley,21.0,Argentina,Laptop,HP Envy,1,399.13,399.13,2025-07-11
1147,C808,Colleen Johnson,70.0,chile,Tablet,Lenovo Tab M10,1,905.61,905.61,2025-06-23
1148,C1172,Diana Jackson,66.0,chile,Accesorio,AirPods Pro,3,781.0,2343.0,2025-07-03
1149,C202,Mario Bennett,56.0,Perú,Accesorio,AirPods Pro,1,581.3,581.3,2025-07-13
1150,C1302,Laura Taylor,20.0,chile,Smartphone,iPhone 14,3,694.22,2082.66,2025-06-25
1151,C195,Richard Tran,68.0,Perú,Laptop,MacBook Air,4,1666.59,6666.36,2025-06-20
1152,C108,Catherine Allison,64.0,Perú,Laptop,Dell XPS 13,1,1775.84,1775.84,2025-09-11
1153,C430,Michelle Mitchell,70.0,Chile,Smartphone,Galaxy A52,1,724.55,724.55,2025-07-16
1154,C520,Sheryl Barnett,54.0,Argentina,Smartphone,iPhone 14,3,901.12,2703.36,2025-08-11
1155,C630,Michael Foster,24.0,chile,Tablet,iPad Mini,5,1887.26,9436.3,2025-08-01
1156,C857,Judith Dunn,59.0,Argentina,Accesorio,AirPods Pro,3,150.37,451.11,2025-08-16
1157,C1412,Gregory Arnold,68.0,Argentina,Tablet,Lenovo Tab M10,3,1341.09,4023.2699999999995,2025-06-19
1158,C864,Michael Cain,34.0,chile,Laptop,MacBook Air,5,396.8,1984.0,2025-08-28
1159,C1285,Lisa Keller,66.0,Argentina,Accesorio,Auriculares Sony,3,1222.42,3667.26,2025-08-22
1160,C1281,Robert Peterson,62.0,chile,Laptop,HP Envy,3,1349.52,4048.56,2025-06-26
1161,C1497,Kyle Fuentes,38.0,Argentina,Tablet,Lenovo Tab M10,2,803.46,1606.92,2025-08-19
1162,C197,Luke Martin,29.0,Perú,Tablet,Lenovo Tab M10,3,991.73,2975.19,2025-06-18
1163,C505,Anne Cook,42.0,Perú,Tablet,Galaxy Tab S7,5,447.97,2239.8500000000004,2025-08-13
1164,C352,Tiffany Johnston,68.0,Chile,Smartphone,Moto G100,2,1701.43,3402.86,2025-07-07
1165,C1282,Robert Lewis,48.0,Chile,Tablet,Lenovo Tab M10,3,91.38,274.14,2025-07-13
1166,C580,Jonathon Sloan,39.0,chile,Laptop,Dell XPS 13,3,504.33,1512.99,2025-07-04
1167,C593,Thomas Ramirez,65.0,Chile,Smartphone,Galaxy A52,2,1038.83,2077.66,2025-08-14
1168,C081,Edward Wright,26.0,Chile,Tablet,Lenovo Tab M10,1,323.19,323.19,2025-08-12
1169,C981,Jacob Rice,52.0,Argentina,Accesorio,Mouse Microsoft,5,170.15,850.75,2025-09-10
1170,C803,Tammy Scott,40.0,chile,Tablet,iPad Mini,1,54.24,54.24,2025-08-05
1171,C110,Nicole Johnson,24.0,Perú,Accesorio,Auriculares Sony,4,428.22,1712.88,2025-06-26
1172,C614,Benjamin Weaver,48.0,chile,Smartphone,Galaxy S21,5,253.82,1269.1,2025-09-07
1173,C1119,Amber Robinson,67.0,Perú,Tablet,iPad Mini,3,1958.45,5875.35,2025-06-23
1174,C1495,Gwendolyn Morales,58.0,Chile,Tablet,iPad Mini,3,459.13,1377.3899999999999,2025-06-15
1175,C096,Wesley Clark,68.0,Perú,Laptop,HP Envy,1,,,2025-07-09
1176,C1145,Brian Ramirez,23.0,chile,Smartphone,Galaxy S21,5,455.54,2277.7000000000003,2025-06-21
1177,C1178,Renee Macias,41.0,Perú,Laptop,Dell XPS 13,3,1363.09,4089.2699999999995,2025-07-26
1178,C932,Cathy Thomas,70.0,chile,Tablet,Lenovo Tab M10,2,1432.7,2865.4,2025-07-15
1179,C701,Ruben Swanson,24.0,chile,Accesorio,Mouse Microsoft,3,244.16,732.48,2025-08-30
1180,C1075,Robert Williamson,60.0,Perú,Smartphone,Galaxy S21,1,1631.04,1631.04,2025-08-04
1181,C071,Dalton Wallace,46.0,chile,Accesorio,AirPods Pro,5,1743.83,8719.15,2025-08-29
1182,C1213,Adam Smith,48.0,Argentina,Accesorio,Mouse Microsoft,4,197.26,789.04,2025-08-05
1183,C1434,Michael Zamora,25.0,Perú,Smartphone,iPhone 14,3,1109.74,3329.2200000000003,2025-07-19
1184,C1246,Christopher Stewart,63.0,Perú,Laptop,Lenovo ThinkPad,3,498.18,1494.54,2025-08-10
1185,C1047,Shane Adams,32.0,Argentina,Laptop,MacBook Air,2,615.5,1231.0,2025-07-01
1186,C146,Steven Osborne,67.0,Chile,Accesorio,Auriculares Sony,4,1530.23,6120.92,2025-07-09
1187,C1226,Katrina Alvarado,40.0,Argentina,Smartphone,Galaxy S21,2,599.84,1199.68,2025-06-17
1188,C248,Ashley Coleman,66.0,Perú,Smartphone,iPhone 14,3,202.12,606.36,2025-08-02
1189,C1469,Amber Jackson,63.0,Perú,Accesorio,Auriculares Sony,5,183.97,919.85,2025-07-11
1190,C1190,Mrs. Amanda Edwards,27.0,Argentina,Laptop,Dell XPS 13,2,974.8,1949.6,2025-06-19
1191,C1277,Richard Thomas,39.0,Perú,Laptop,HP Envy,1,266.86,266.86,2025-09-03
1192,C685,Lisa House,42.0,Perú,Accesorio,Auriculares Sony,3,1065.63,3196.8900000000003,2025-07-28
1193,C263,Nicholas Conner,31.0,Chile,Laptop,HP Envy,3,778.21,2334.63,2025-06-15
1194,C921,Wendy Brown,55.0,chile,Tablet,iPad Mini,3,1803.29,5409.87,2025-09-03
1195,C745,James Smith,32.0,Argentina,Smartphone,Moto G100,5,1276.9,6384.5,2025-08-10
1196,C1204,Marcus Webster,67.0,Perú,Smartphone,Galaxy A52,2,139.16,278.32,2025-07-23
1197,C1133,Jennifer Clark,19.0,Chile,Accesorio,AirPods Pro,5,1520.43,7602.150000000001,2025-09-10
1198,C199,Carolyn Hall,69.0,Perú,Smartphone,Galaxy A52,4,1320.7,5282.8,2025-07-29
1199,C1038,Diana Cooper,59.0,Argentina,Smartphone,Galaxy S21,1,801.67,801.67,2025-07-17
1200,C744,Joseph Campbell,40.0,Chile,Laptop,Lenovo ThinkPad,2,373.87,747.74,2025-08-19
1201,C1451,Cameron Clark,43.0,Perú,Tablet,iPad Mini,3,876.08,2628.2400000000002,2025-07-05
1202,C529,Bridget Arnold,48.0,chile,Tablet,Surface Go,3,174.15,522.45,2025-07-01
1203,C463,Gary Johnson,32.0,Chile,Accesorio,Auriculares Sony,3,1328.36,3985.08,2025-08-16
1204,C121,Gary Maxwell,53.0,Perú,Smartphone,Galaxy S21,3,416.81,1250.43,2025-07-04
1205,C710,Linda Johnson,24.0,Perú,Accesorio,AirPods Pro,3,144.08,432.24,2025-07-17
1206,C1448,Pamela Hansen MD,62.0,Chile,Laptop,Lenovo ThinkPad,4,421.61,1686.44,2025-09-11
1207,C688,David Humphrey,62.0,Argentina,Accesorio,Mouse Microsoft,3,,,2025-08-04
1208,C008,Danielle Russell,28.0,Perú,Laptop,MacBook Air,1,355.53,355.53,2025-08-20
1209,C925,Julie Guzman,56.0,Chile,Accesorio,Mouse Microsoft,1,433.79,433.79,2025-08-15
1210,C1335,Travis Randall,34.0,Perú,Tablet,Galaxy Tab S7,4,617.38,2469.52,2025-08-08
1211,C306,Anna Reed,24.0,chile,Laptop,HP Envy,3,1589.52,4768.5599999999995,2025-08-13
1212,C360,Elizabeth Brown,68.0,Argentina,Tablet,iPad Mini,5,147.0,735.0,2025-07-18
1213,C825,Shannon Young,26.0,Chile,Accesorio,Teclado Logitech,4,1523.55,6094.2,2025-07-14
1214,C1453,Paul Mccarthy PhD,19.0,chile,Tablet,Lenovo Tab M10,2,1382.98,2765.96,2025-08-21
1215,C378,Belinda Davis,59.0,Argentina,Accesorio,AirPods Pro,2,222.8,445.6,2025-08-06
1216,C984,Bradley Holloway DVM,41.0,Perú,Accesorio,Teclado Logitech,1,72.69,72.69,2025-07-25
1217,C597,James Morales,19.0,Perú,Smartphone,Moto G100,1,394.17,394.17,2025-06-21
1218,C479,Catherine Bailey,65.0,Perú,Accesorio,Auriculares Sony,3,1425.78,4277.34,2025-08-13
1219,C1054,Jason Peters,57.0,Chile,Smartphone,Galaxy A52,4,1825.64,7302.56,2025-08-21
1220,C688,Cindy Wallace,47.0,chile,Accesorio,Auriculares Sony,4,1701.53,6806.12,2025-08-09
1221,C237,Ms. Morgan Barber,67.0,Argentina,Smartphone,iPhone 14,4,144.1,576.4,2025-07-06
1222,C1070,Tricia Johns,53.0,Perú,Smartphone,iPhone 14,2,503.7,1007.4,2025-06-19
1223,C1272,Brittany Poole,61.0,Argentina,Tablet,iPad Mini,3,1906.23,5718.6900000000005,2025-07-20
1224,C1177,Adrian Johnson,55.0,Chile,Smartphone,Galaxy A52,4,976.18,3904.72,2025-07-17
1225,C1195,Daniel Randall,23.0,Chile,Laptop,Lenovo ThinkPad,2,1137.4,2274.8,2025-08-08
1226,C849,Yolanda Santos,-5.0,Argentina,Laptop,HP Envy,1,1173.9,1173.9,2025-08-08
1227,C1262,Tara Johnson,69.0,Chile,Tablet,Lenovo Tab M10,5,690.1,3450.5,2025-09-05
1228,C1229,Amber White,50.0,Chile,Accesorio,AirPods Pro,1,1979.67,1979.67,2025-07-05
1229,C661,Shaun Rowe,45.0,Argentina,Laptop,Lenovo ThinkPad,4,173.15,692.6,2025-06-17
1230,C1099,Tiffany Clark,29.0,chile,Accesorio,Mouse Microsoft,5,1413.88,7069.400000000001,2025-07-13
1231,C677,Kelly Lopez,28.0,Argentina,Tablet,Surface Go,2,319.66,639.32,2025-07-19
1232,C1457,Sarah Owens,45.0,chile,Tablet,Galaxy Tab S7,1,1051.49,1051.49,2025-08-19
1233,C317,Andrew Perry,28.0,Perú,Accesorio,Auriculares Sony,2,172.37,344.74,2025-06-27
1234,C696,Joseph Russell,33.0,chile,Tablet,Galaxy Tab S7,4,1437.65,5750.6,2025-08-12
1235,C488,Andrew Cardenas,40.0,Chile,Accesorio,AirPods Pro,2,1198.12,2396.24,2025-08-01
1236,C1177,Brianna Roman,53.0,chile,Tablet,Surface Go,5,1798.05,8990.25,2025-07-18
1237,C1459,Crystal Williams,41.0,chile,Accesorio,Teclado Logitech,5,1352.32,6761.599999999999,2025-08-30
1238,C1022,Gina Reyes,69.0,chile,Smartphone,Galaxy A52,1,539.83,539.83,2025-08-25
1239,C019,Janet Clark,49.0,Chile,Laptop,Dell XPS 13,3,786.92,2360.7599999999998,2025-08-26
1240,C1483,Adrian Evans,28.0,Argentina,Smartphone,iPhone 14,3,194.44,583.3199999999999,2025-07-19
1241,C1144,William Trevino,,Argentina,Laptop,HP Envy,5,1864.78,9323.9,2025-07-03
1242,C596,Jasmine Williams,29.0,chile,Accesorio,AirPods Pro,2,1422.11,2844.22,2025-07-07
1243,C606,David Weber,42.0,Perú,Laptop,Dell XPS 13,4,340.76,1363.04,2025-07-29
1244,C019,Erin Stanley,23.0,Perú,Tablet,Lenovo Tab M10,3,949.59,2848.77,2025-09-08
1245,C503,Brenda Kirk,51.0,Argentina,Smartphone,Moto G100,3,968.41,2905.23,2025-08-22
1246,C352,Kevin Moore,35.0,Chile,Accesorio,Auriculares Sony,5,1638.98,8194.9,2025-06-28
1247,C118,Lisa Young,67.0,Perú,Accesorio,Auriculares Sony,2,99.29,198.58,2025-06-29
1248,C986,Kaylee Hensley,52.0,Chile,Laptop,MacBook Air,4,642.38,2569.52,2025-08-29
1249,C1174,Michael Ross,44.0,Chile,Laptop,Dell XPS 13,5,1065.87,5329.349999999999,2025-08-12
1250,C571,Crystal Bailey,19.0,Chile,Laptop,HP Envy,3,775.01,2325.0299999999997,2025-08-14
1251,C1166,Melissa Ray,35.0,chile,Laptop,Lenovo ThinkPad,5,1967.34,9836.699999999999,2025-06-24
1252,C436,Kathryn Moore,45.0,chile,Laptop,Dell XPS 13,4,325.68,1302.72,2025-07-08
